"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 27 16:31:09 GMT 2024","Sun Oct 27 16:31:27 GMT 2024","18295","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_105_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument",""
"passed","Sun Oct 27 16:03:39 GMT 2024","Sun Oct 27 16:03:54 GMT 2024","14512","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_105 | Markets > Menu section [Markets] > Click random trading instruments on the Widget “Trading instrument”","","","TC_01.01!00_105_UnReg | Markets > Menu section [Markets] > Click random trading instruments on the Widget “Trading instrument”",""
"passed","Sun Oct 27 16:33:31 GMT 2024","Sun Oct 27 16:33:49 GMT 2024","17990","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_106_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"passed","Sun Oct 27 16:34:04 GMT 2024","Sun Oct 27 16:34:21 GMT 2024","16614","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_101_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]",""
"passed","Sun Oct 27 16:26:45 GMT 2024","Sun Oct 27 16:26:53 GMT 2024","7801","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_102_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]",""
"passed","Sun Oct 27 16:41:04 GMT 2024","Sun Oct 27 16:41:21 GMT 2024","17354","chromium","US_01.03!00_Markets_forex.spec.ts","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_101 | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""","","","TC_01.03!00_101_UnAuth | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""",""
"passed","Sun Oct 27 16:27:16 GMT 2024","Sun Oct 27 16:27:23 GMT 2024","7225","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_106_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"broken","Sun Oct 27 16:35:39 GMT 2024","Sun Oct 27 16:36:39 GMT 2024","60071","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_102_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]",""
"passed","Sun Oct 27 16:45:18 GMT 2024","Sun Oct 27 16:45:23 GMT 2024","5630","chromium","US_01.03!00_Markets_forex.spec.ts","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_199_All Roles","","","TC_01.03!00_199 | Markets > Menu item [Shares] > Collecting links from widget “Trading instrument”",""
"passed","Sun Oct 27 16:27:09 GMT 2024","Sun Oct 27 16:27:16 GMT 2024","6855","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_105_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument",""
